Time,Symbol,Price,Volatility,TrendSlope,RSI,ATR,MarketHeat,Regime,Strategy,Signal,Confidence,Stake,Profit
2025-12-12T00:09:30.0000000Z,1HZ10V,9421.1200000000008,0.56154214467549646,-7.2463768115942027E-05,31.645569620296882,0.11642857142877412,45,RangingHighVol,Advanced Price Action,Sell,0.5,16.02,14.789999999999999
2025-12-12T00:12:40.0000000Z,R_50,135.96799999999999,0.042274721664802478,0.0041009304871400636,46.250582207725778,0.015514285714283054,35,TrendingUp,Advanced Price Action,Buy,0.59999999999999998,20.129999999999999,-20.129999999999999
2025-12-12T00:21:52.0000000Z,1HZ100V,804.67999999999995,0.34647218532893626,-0.010083157152953711,78.645833333329875,0.14785714285714643,55,RangingHighVol,Range / Mean Reversion [RangeLowVol],Sell,1,13.640000000000001,-13.640000000000001
2025-12-12T00:44:40.0000000Z,R_50,137.14179999999999,0.051822294838679693,0.0059696496989587403,60.540540540541016,0.011928571428569512,55,TrendingUp,Advanced Price Action,Buy,1,18.920000000000002,17.68
2025-12-12T01:06:20.0000000Z,R_50,137.3751,0.022800962172678255,0.00090884513805965846,71.256345177689994,0.011485714285701729,55,TrendingUp,Advanced Price Action,Buy,0.59999999999999998,21.050000000000001,19.670000000000002
2025-12-12T01:12:14.0000000Z,R_50,137.35570000000001,0.031575827989118163,-0.0032738423645395122,23.296703296697899,0.010114285714280413,35,TrendingDown,Advanced Price Action,Sell,1,21.870000000000001,20.43
2025-12-12T01:12:24.0000000Z,R_50,137.39680000000001,0.037211668929222765,-0.0033561191749424835,40.824742268045107,0.014378571428571669,35,TrendingDown,Advanced Price Action,Sell,1,22,-22
2025-12-12T01:12:34.0000000Z,R_50,137.35560000000001,0.03680163736602448,-0.0028170850202451849,44.910485933509591,0.014007142857144978,35,TrendingDown,Advanced Price Action,Sell,1,21.719999999999999,20.289999999999999
2025-12-12T01:12:42.0000000Z,R_50,137.29300000000001,0.044882013222119113,-0.0032281183932330658,38.083416087389907,0.015435714285717137,35,TrendingDown,Advanced Price Action,Sell,1,22,20.550000000000001
2025-12-12T01:12:52.0000000Z,R_50,137.3109,0.054206212767577644,-0.0035908651758576075,30.470110272784069,0.013635714285716258,55,TrendingDown,Advanced Price Action,Sell,1,25,-25
2025-12-12T01:13:02.0000000Z,R_50,137.28020000000001,0.055426282177318605,-0.0035537142857104218,29.49894142555452,0.011357142857146332,55,TrendingDown,Advanced Price Action,Sell,1,22,-22
2025-12-12T01:24:22.0000000Z,1HZ30V,6532.9859999999999,0.685692891323055,0.017977089442919033,63.40734415029646,0.36700000000012423,40,RangingHighVol,Advanced Price Action,Buy,1,17.66,-17.66
2025-12-12T01:40:13.0000000Z,1HZ100V,790.83000000000004,0.20669242850187194,0.0034400960384296771,65.753424657535106,0.12214285714285975,55,RangingHighVol,Range / Mean Reversion [RangeLowVol],Sell,1,13.4,-13.4
