Time,Symbol,Price,Volatility,TrendSlope,RSI,ATR,MarketHeat,Regime,Strategy,Signal,Confidence,Stake,Profit
2025-12-12T01:50:42.0000000Z,R_50,137.40989999999999,0.054420319134435402,0.00481050420168261,56.916764361073469,0.013042857142859734,55,TrendingUp,Advanced Price Action,Buy,1,19.829999999999998,-19.829999999999998
2025-12-12T02:00:54.0000000Z,R_50,136.99690000000001,0.026332351509121402,-0.00067581272508774627,27.344573234977091,0.013828571428565592,55,TrendingDown,Range / Mean Reversion [RangeLowVol],Buy,0.59999999999999998,12.619999999999999,-12.619999999999999
2025-12-12T15:24:32.0000000Z,R_50,139.89529999999999,0.038880626745137252,-0.0042432136752169379,24.017232094774641,0.014407142857146076,35,TrendingDown,Range / Mean Reversion [RangeLowVol],Buy,1,19.940000000000001,-19.940000000000001
2025-12-12T15:24:40.0000000Z,R_50,139.9145,0.039820563643536547,-0.0038313236929963849,43.765162542455627,0.015550000000000555,35,TrendingDown,Advanced Price Action,Sell,1,19.469999999999999,18.190000000000001
2025-12-12T15:25:14.0000000Z,R_50,139.98939999999999,0.041111193278302649,-2.2895467196368244E-06,76.879699248116111,0.012792857142855496,30,RangingLowVol,Range / Mean Reversion [RangeLowVol],Sell,0.59999999999999998,12.92,12.07
2025-12-12T15:25:22.0000000Z,R_50,140.02019999999999,0.044132306715148804,0.00079196158463642953,77.628361858191511,0.011764285714284435,45,RangingLowVol,Advanced Price Action,Buy,0.59999999999999998,22.5,21.02
2025-12-12T15:25:32.0000000Z,R_50,140.0239,0.049363974880473185,0.0018927635053984401,61.173184357545061,0.010421428571429405,45,RangingLowVol,Advanced Price Action,Buy,0.59999999999999998,22.5,21.02
2025-12-12T15:25:40.0000000Z,R_50,139.99459999999999,0.051999073684056978,0.0023673949579874867,52.028081123244959,0.0092928571428590855,50,RangingHighVol,Advanced Price Action,Buy,0.69999999999999996,23.75,-23.75
2025-12-12T15:26:08.0000000Z,R_50,140.07730000000001,0.052752579804214758,0.0031483553421418637,75.378151260516844,0.010092857142855191,55,TrendingUp,Range / Mean Reversion [RangeLowVol],Sell,0.59999999999999998,20.879999999999999,19.5
2025-12-12T15:26:22.0000000Z,R_50,140.04400000000001,0.042881936010399781,0.0024312364945964079,61.442516268982033,0.013514285714285685,35,TrendingUp,Range / Mean Reversion [RangeLowVol],Sell,0.59999999999999998,23.309999999999999,21.77
2025-12-12T15:26:42.0000000Z,R_50,140.1037,0.032445783023377951,0.0018292100840399102,58.265582655824296,0.013199999999999688,55,TrendingUp,Advanced Price Action,Buy,0.59999999999999998,25,-25
2025-12-12T15:26:48.0000000Z,R_50,140.1215,0.03451833136175754,0.0019916446578710162,72.753963593662178,0.013535714285710907,55,TrendingUp,Advanced Price Action,Buy,0.59999999999999998,25,-25
2025-12-12T15:37:10.0000000Z,R_50,140.08709999999999,0.029105169637951653,0.0021004736440065645,61.146737080346433,0.020278571428572638,35,TrendingUp,Range / Mean Reversion [RangeLowVol],Sell,0.59999999999999998,24.440000000000001,22.829999999999998
2025-12-12T15:47:26.0000000Z,1HZ10V,9478.7999999999993,0.21797145582736679,0.0076796440495620804,62.068965517241381,0.17428571428549081,60,TrendingUp,Advanced Price Action,Buy,1,24.57,22.68
2025-12-12T15:47:35.0000000Z,1HZ10V,9478.9599999999991,0.35640619809521507,0.022797570850858311,69.035532994877457,0.15357142857166245,60,TrendingUp,Advanced Price Action,Buy,1,25,-25
2025-12-12T15:50:52.0000000Z,R_50,139.7379,0.028908580394208176,9.0202517781158459E-05,49.182709771157803,0.020642857142866382,30,RangingLowVol,Advanced Price Action,Buy,0.5,23.73,22.170000000000002
2025-12-12T15:51:14.0000000Z,R_50,139.7312,0.027046169403847894,-0.00061580971660970141,50.560471976402823,0.013542857142862122,55,TrendingDown,Advanced Price Action,Sell,0.59999999999999998,25,23.350000000000001
2025-12-12T15:51:38.0000000Z,R_50,139.70410000000001,0.029826766770807298,-0.001014453781520476,45.482506728183402,0.019835714285710942,55,TrendingDown,Advanced Price Action,Sell,0.59999999999999998,25,-25
2025-12-12T15:51:44.0000000Z,R_50,139.76480000000001,0.028549596774737829,-0.00061503481392671507,62.329732268676707,0.019607142857138018,55,TrendingDown,Advanced Price Action,Sell,0.59999999999999998,25,-25
2025-12-12T16:02:34.0000000Z,1HZ10V,9477.6299999999992,0.16769306547204352,0.0027192982455223743,59.139784946215528,0.1435714285711843,35,VolatileChoppy,Advanced Price Action,Sell,0.8716216216216216,23.780000000000001,21.949999999999999
2025-12-12T16:16:30.0000000Z,R_50,139.6387,0.025412600339199867,0.00060727010804350354,47.880622837367248,0.017764285714282631,45,RangingLowVol,Range / Mean Reversion [RangeLowVol],Buy,0.59999999999999998,21.359999999999999,19.960000000000001
2025-12-12T16:16:46.0000000Z,R_50,139.69720000000001,0.021222987160151849,0.00021939015606013524,64.255116611134611,0.016571428571430551,40,RangingLowVol,Advanced Price Action,Sell,0.5,24.02,-24.02
2025-12-12T16:17:00.0000000Z,R_50,139.76390000000001,0.030554645866054084,0.0012977286914710093,79.002463054189022,0.012349999999999892,55,TrendingUp,Range / Mean Reversion [RangeLowVol],Sell,1,21.469999999999999,20.059999999999999
2025-12-12T16:17:08.0000000Z,R_50,139.70150000000001,0.033393860573464614,0.0014602400960398465,55.539705183072783,0.015328571428572755,55,TrendingUp,Range / Mean Reversion [RangeLowVol],Sell,0.59999999999999998,24.949999999999999,23.309999999999999
2025-12-12T16:17:32.0000000Z,R_50,139.70349999999999,0.03921280530643035,0.0020757695078062696,54.472547809993003,0.015378571428572383,35,TrendingUp,Advanced Price Action,Buy,0.59999999999999998,24.120000000000001,-24.120000000000001
2025-12-12T16:17:42.0000000Z,R_50,139.7054,0.036920966455389337,0.0014793805522148777,44.527220630369811,0.014235714285713843,55,TrendingUp,Advanced Price Action,Buy,0.59999999999999998,23.920000000000002,-23.920000000000002
2025-12-12T16:34:24.0000000Z,R_50,139.58340000000001,0.031525633309350688,0.0029083478260714482,75.24390243903251,0.013492857142856403,35,TrendingUp,Range / Mean Reversion [RangeLowVol],Sell,1,25,-25
2025-12-12T16:50:27.0000000Z,1HZ100V,742.28999999999996,0.38234795670958316,0.015648979591808113,85.294117647061526,0.10785714285712597,35,VolatileChoppy,Momentum Trend,Buy,0.85074626865671643,22.690000000000001,20.949999999999999
2025-12-12T17:00:58.0000000Z,R_50,139.49700000000001,0.032989326819442076,0.00089904921968229391,46.187683284466615,0.010985714285713552,55,TrendingDown,Advanced Price Action,Buy,0.97980984393645887,23.100000000000001,-23.100000000000001
2025-12-12T17:12:06.0000000Z,R_50,138.8477,0.02990348711549657,-0.0015294337194361274,36.886708296170944,0.017200000000006606,55,TrendingDown,Range / Mean Reversion [RangeLowVol],Buy,0.59999999999999998,24.670000000000002,-24.670000000000002
2025-12-12T17:39:30.0000000Z,1HZ100V,738.53999999999996,0.14188373725681125,0.0031663929940061453,25.242718446601728,0.091428571428569486,55,TrendingDown,Advanced Price Action,Buy,0.95641280294260844,15.890000000000001,-15.890000000000001
2025-12-12T17:59:08.0000000Z,R_100,556.49000000000001,0.34740184016315989,-0.0015971153067018148,73.869346733669374,0.14214285714285779,80,TrendingUp,Range / Mean Reversion [RangeLowVol],Sell,1,17.809999999999999,-17.809999999999999
2025-12-12T18:16:52.0000000Z,R_50,139.8853,0.034498403187468087,0.0031062564102444187,70.896184560777655,0.017607142857144709,35,TrendingUp,Range / Mean Reversion [RangeLowVol],Sell,0.59999999999999998,19.329999999999998,-19.329999999999998
2025-12-12T22:50:04.0000000Z,1HZ10V,9504.0799999999999,0.20989721294006758,0.0050453781510315307,42.15246636769691,0.16357142857123108,35,VolatileChoppy,Range / Mean Reversion [RangeLowVol],Sell,0.8833333333333333,19.940000000000001,18.41
2025-12-12T23:26:44.0000000Z,R_50,141.41470000000001,0.05859227802364262,0.0032323217286854659,36.617100371750851,0.011978571428569142,55,TrendingUp,Advanced Price Action,Buy,0.59999999999999998,24.059999999999999,-24.059999999999999
2025-12-12T23:26:50.0000000Z,R_50,141.3767,0.057825062006017919,0.0030525570228069772,22.727272727273544,0.012521428571428064,55,TrendingUp,Advanced Price Action,Buy,0.59999999999999998,24.059999999999999,-24.059999999999999
2025-12-12T23:27:26.0000000Z,R_50,141.5102,0.04411574780053016,0.0018471884753917301,82.356728911784842,0.0124285714285719,55,TrendingUp,Advanced Price Action,Buy,1,17.629999999999999,16.469999999999999
