Time,Symbol,Price,Volatility,TrendSlope,RSI,ATR,MarketHeat,Regime,Strategy,Signal,Confidence,Stake,Profit
2025-12-11T00:52:32.0000000Z,R_50,135.29509999999999,0.077265850246514556,0.0070364153627261112,87.465564738288421,0.010992857142856647,55,TrendingUp,Momentum Trend,Buy,1,25,23.359999999999999
2025-12-11T00:52:42.0000000Z,R_50,135.2901,0.085707266147750358,0.0069157037517219144,83.199195171035967,0.0078928571428552429,55,TrendingUp,Momentum Trend,Buy,1,25,-25
2025-12-11T00:52:56.0000000Z,R_50,135.30350000000001,0.090366451380993584,0.0062096122448960598,54.174950298223969,0.0078499999999966773,55,TrendingUp,Advanced Price Action,Buy,1,25,-25
2025-12-11T06:07:54.0000000Z,1HZ100V,828.29999999999995,0.41629436700489764,-0.019454021608629146,9.1463414634133358,0.11714285714285617,60,TrendingDown,Momentum Trend,Sell,1,25,-25
2025-12-11T06:51:20.0000000Z,1HZ100V,827.63999999999999,0.29804758009418114,0.010252581032412965,81.818181818187298,0.096428571428564938,35,VolatileChoppy,Advanced Price Action,Buy,0.85240963855421681,25,-25
2025-12-11T06:52:12.0000000Z,1HZ100V,829.41999999999996,0.39481722353514731,0.017407923169267706,80.769230769222645,0.12785714285716462,60,TrendingUp,Momentum Trend,Buy,1,25,-25
2025-12-11T06:52:21.0000000Z,1HZ100V,829.63,0.40736833455731347,0.019053061224518417,60.891089108908915,0.14571428571429937,60,TrendingUp,Advanced Price Action,Buy,1,25,23.079999999999998
2025-12-11T17:02:34.0000000Z,R_50,137.5078,0.037475911685840101,0.0011960102040852044,38.945233265719807,0.011085714285714841,55,TrendingUp,Advanced Price Action,Buy,0.59999999999999998,24.750000000000007,-24.75
2025-12-11T17:03:26.0000000Z,R_50,137.47829999999999,0.037009982437175223,-0.0019118463385398505,53.211629479379035,0.011035714285715212,45,RangingLowVol,Range / Mean Reversion [RangeLowVol],Buy,0.59999999999999998,13.950000000000001,13.029999999999999
2025-12-11T19:47:52.0000000Z,R_50,137.64769999999999,0.038099828592468937,-0.0034543513957261693,53.110492107704466,0.015614285714284344,35,TrendingDown,Advanced Price Action,Sell,1,24.059999999999999,-24.059999999999999
2025-12-11T19:48:20.0000000Z,R_50,137.60939999999999,0.036609843105985772,-0.0022489911676530465,37.632884479094749,0.010321428571428117,35,TrendingDown,Advanced Price Action,Sell,1,17.870000000000001,-17.870000000000001
2025-12-11T19:48:30.0000000Z,R_50,137.60740000000001,0.03534552065952052,-0.0018786077705845497,51.15740740741284,0.0099285714285721437,55,TrendingDown,Advanced Price Action,Sell,1,17.870000000000001,16.690000000000001
2025-12-11T21:27:52.0000000Z,1HZ10V,9416.8600000000006,0.35774851502131749,0.01426473859884052,73.846153846107924,0.15571428571456636,60,TrendingUp,Advanced Price Action,Buy,1,24.34,-24.34
2025-12-11T21:33:33.0000000Z,1HZ100V,816.13999999999999,0.36678936734862488,0.0025483793517406964,63.253012048191245,0.12571428571427695,55,RangingHighVol,Advanced Price Action,Buy,1,15.9,14.68
2025-12-11T21:33:42.0000000Z,1HZ100V,816.35000000000002,0.43358247197044925,0.022153181272537625,67.664670658684031,0.12428571428571493,55,RangingHighVol,Advanced Price Action,Buy,1,16.699999999999999,-16.699999999999999
2025-12-11T21:40:40.0000000Z,R_50,137.1995,0.042499294111786136,0.002537039137833532,59.793814432982892,0.0095857142857157986,35,TrendingUp,Advanced Price Action,Buy,1,24.059999999999999,22.48
2025-12-11T21:40:50.0000000Z,R_50,137.17080000000001,0.040786436134662048,0.0020250578168368458,42.192691029905227,0.010828571428571568,35,TrendingUp,Advanced Price Action,Buy,1,25,-25
2025-12-11T21:41:08.0000000Z,R_50,137.1737,0.02331324945175977,1.5587034817932607E-05,41.833636915599619,0.011842857142856442,30,RangingLowVol,Advanced Price Action,Sell,0.5,18.77,17.530000000000001
