Time,Symbol,Price,Volatility,TrendSlope,RSI,ATR,MarketHeat,Regime,Strategy,Signal,Confidence,Stake,Profit
2025-12-11T21:41:16.0000000Z,R_50,137.21000000000001,0.019508967066454767,-0.00045234573829073865,59.780439121754874,0.016599999999998869,50,TrendingUp,Advanced Price Action,Sell,0.59999999999999998,22.300000000000001,-22.300000000000001
2025-12-11T22:28:20.0000000Z,R_50,135.9665,0.053941899015401584,0.0056668856048149134,58.601240834744381,0.014428571428565209,55,TrendingUp,Advanced Price Action,Buy,0.59999999999999998,23.649999999999999,-23.649999999999999
2025-12-11T22:28:28.0000000Z,R_50,135.94409999999999,0.053139074514282458,0.0047950329912017824,58.220108695646779,0.012078571428568401,55,TrendingUp,Advanced Price Action,Buy,0.59999999999999998,18.100000000000001,-18.100000000000001
2025-12-11T22:28:38.0000000Z,R_50,135.90280000000001,0.050261243885933983,0.003479943100993589,26.413632842760819,0.010078571428569003,50,RangingHighVol,Advanced Price Action,Buy,0.69999999999999996,18.199999999999999,-18.199999999999999
2025-12-11T23:07:26.0000000Z,R_50,134.83099999999999,0.031752665603996609,-0.0022682266009866488,21.077762619373274,0.010471428571429036,35,TrendingDown,Range / Mean Reversion [RangeLowVol],Buy,1,19.940000000000001,-19.940000000000001
2025-12-11T23:07:54.0000000Z,R_50,134.79429999999999,0.045808849180754931,-0.0031539178348578304,44.243932794021468,0.012778571428571337,35,TrendingDown,Advanced Price Action,Sell,1,19.469999999999999,-19.469999999999999
2025-12-11T23:08:04.0000000Z,R_50,134.79900000000001,0.04893232251293108,-0.0031335337650302548,46.116241173277707,0.013700000000000045,35,TrendingDown,Advanced Price Action,Sell,1,18.23,17.030000000000001
2025-12-11T23:23:00.0000000Z,R_100,568.88999999999999,0.38815941260239573,-0.029422550629495243,20.187793427228812,0.1664285714285581,60,TrendingDown,Advanced Price Action,Sell,1,16.210000000000001,15.140000000000001
2025-12-11T23:25:41.0000000Z,1HZ10V,9413.9200000000001,0.51926846335421706,0.0079492650544289133,14.693877551039805,0.17571428571435327,40,RangingHighVol,Advanced Price Action,Buy,1,18.719999999999999,-18.719999999999999
2025-12-11T23:44:15.0000000Z,1HZ10V,9413.5599999999995,0.22031002686304091,-0.023000000000700363,39.534883720876131,0.12785714285668551,60,TrendingDown,Range / Mean Reversion [RangeLowVol],Buy,1,19.940000000000001,-19.940000000000001
2025-12-11T23:44:24.0000000Z,1HZ10V,9413.3600000000006,0.25253492607713096,-0.023005561735570806,39.735099337741964,0.14071428571397909,60,TrendingDown,Advanced Price Action,Sell,1,19.469999999999999,-19.469999999999999
2025-12-11T23:44:35.0000000Z,1HZ10V,9414.1399999999994,0.27987695945354302,-0.0066219512193703639,82.258064516152686,0.096428571428467488,55,RangingHighVol,Advanced Price Action,Sell,1,18.23,-18.23
2025-12-11T23:57:18.0000000Z,1HZ15V,13366.964,0.82312739257050593,0.026183097238758175,70.615342911354901,0.27721428571437301,45,TrendingUp,Advanced Price Action,Buy,1,17.890000000000001,16.710000000000001
