Time,Symbol,Price,Volatility,TrendSlope,RSI,ATR,MarketHeat,Regime,Strategy,Signal,Confidence,Stake,Profit
2025-12-13T00:31:27.0000000Z,1HZ10V,9502.2900000000009,0.37089276078137023,0.0043361344535525394,30.39999999998021,0.092142857142659657,55,RangingHighVol,Advanced Price Action,Buy,1,15.82,14.6
2025-12-13T00:31:51.0000000Z,1HZ10V,9501.7700000000004,0.44738623134818839,-0.023706602641285397,40.425531914864798,0.076428571428420716,55,RangingHighVol,Advanced Price Action,Sell,1,16.539999999999999,-16.539999999999999
2025-12-13T00:37:39.0000000Z,1HZ100V,771.45000000000005,0.29132414935944217,-0.012338055222103147,43.434343434344477,0.091428571428585723,35,VolatileChoppy,Advanced Price Action,Sell,0.85447761194029848,19.59,-19.59
2025-12-13T00:41:48.0000000Z,1HZ10V,9498.6700000000001,0.42990980449387428,0.023105402160864347,93.220338983191937,0.087142857142680441,35,VolatileChoppy,Range / Mean Reversion [RangeLowVol],Sell,0.85240963855421681,15.949999999999999,-15.949999999999999
2025-12-13T00:44:47.0000000Z,1HZ100V,772.22000000000003,0.27245704248559749,-0.013869387755130663,16.949152542375828,0.093571428571432788,60,TrendingDown,Advanced Price Action,Sell,1,15.27,-15.27
2025-12-13T00:54:55.0000000Z,1HZ100V,776.34000000000003,0.60207537734073913,-0.039556782713056612,35.227272727278887,0.065000000000022082,45,TrendingDown,Advanced Price Action,Sell,1,17.920000000000002,16.539999999999999
2025-12-13T01:07:18.0000000Z,1HZ10V,9498.4200000000001,0.29947313735970721,0.015373829532041699,62.871287128744072,0.15857142857112194,60,TrendingUp,Advanced Price Action,Buy,1,18.969999999999999,17.510000000000002
2025-12-13T01:07:25.0000000Z,1HZ10V,9497.6200000000008,0.29490886727940235,0.012560384153661465,46.969696969716459,0.15857142857112194,55,RangingHighVol,Advanced Price Action,Buy,1,20.559999999999999,-20.559999999999999
2025-12-13T01:10:34.0000000Z,1HZ100V,774.69000000000005,0.14777255629873678,-0.0034079794079570338,69.298245614039644,0.092142857142846424,55,TrendingDown,Advanced Price Action,Sell,0.96082941722405257,19.050000000000001,17.579999999999998
2025-12-13T01:10:42.0000000Z,1HZ100V,774.47000000000003,0.13799329244688774,-0.001922480620155516,54.901960784314376,0.082857142857148708,75,TrendingDown,Advanced Price Action,Buy,1,18.670000000000002,17.239999999999998
